age_Aaron,age_Tony,strux,year
3,3,spines,2008
8,10,spines,2008
5,5,spines,2008
2,2,spines,2008
2,1,spines,2008
1,2,spines,2008
2,2,spines,2008
3,3,spines,2008
4,4,spines,2008
9,9,spines,2008
6,6,spines,2008
4,4,spines,2008
2,2,spines,2008
1,1,spines,2008
5,6,spines,2008
4,4,spines,2008
5,6,spines,2008
4,4,spines,2008
6,5,spines,2008
4,4,spines,2008
3,3,spines,2008
3,3,spines,2008
4,4,spines,2008
4,4,spines,2008
3,3,spines,2008
3,3,spines,2008
3,3,spines,2008
4,4,spines,2008
3,3,spines,2008
5,5,spines,2008
6,7,spines,2008
5,5,spines,2008
5,5,spines,2008
5,5,spines,2008
4,5,spines,2008
5,4,spines,2008
3,4,spines,2008
5,5,spines,2008
6,6,spines,2008
5,5,spines,2008
3,4,spines,2008
4,4,spines,2008
3,3,spines,2008
4,4,spines,2008
6,6,spines,2008
5,5,spines,2008
5,5,spines,2008
8,7,spines,2008
6,5,spines,2008
2,3,spines,2008
4,4,spines,2008
4,4,spines,2008
5,5,spines,2008
4,4,spines,2008
4,4,spines,2008
6,6,spines,2008
3,3,spines,2008
4,4,spines,2008
4,4,spines,2008
5,6,spines,2008
4,5,spines,2008
5,5,spines,2008
5,5,spines,2008
5,5,spines,2008
10,9,spines,2008
5,6,spines,2008
3,4,spines,2008
4,5,spines,2008
5,5,spines,2008
4,5,spines,2008
5,6,spines,2008
7,6,spines,2008
5,5,spines,2008
5,6,spines,2008
4,4,spines,2008
4,6,spines,2008
2,4,spines,2008
4,5,spines,2008
2,4,spines,2008
3,3,spines,2008
4,4,spines,2008
3,4,spines,2008
6,6,spines,2008
5,5,spines,2008
5,5,spines,2008
6,6,spines,2008
5,6,spines,2008
4,4,spines,2008
4,4,spines,2008
1,1,spines,2008
4,4,spines,2008
2,2,spines,2008
3,2,spines,2008
2,3,spines,2008
2,3,spines,2008
2,2,spines,2008
5,4,spines,2008
4,3,spines,2008
3,2,spines,2008
3,3,spines,2008
3,3,spines,2008
2,2,spines,2008
2,2,spines,2008
2,2,spines,2008
3,2,spines,2008
4,4,spines,2008
2,3,spines,2008
3,3,spines,2008
3,3,spines,2008
1,2,spines,2008
2,2,spines,2008
3,2,spines,2008
2,2,spines,2008
3,3,spines,2008
3,4,spines,2008
4,3,spines,2008
2,3,spines,2008
12,12,spines,2008
2,2,spines,2008
1,2,spines,2008
2,2,spines,2008
1,2,spines,2008
2,2,spines,2008
2,2,spines,2008
2,2,spines,2008
1,2,spines,2008
1,1,spines,2008
2,2,spines,2008
1,2,spines,2008
2,2,spines,2008
2,2,spines,2008
1,1,spines,2008
1,1,spines,2008
1,1,spines,2008
2,2,spines,2008
2,2,spines,2008
1,2,spines,2008
2,2,spines,2008
2,2,spines,2008
2,2,spines,2008
2,2,spines,2008
1,1,spines,2008
1,1,spines,2008
2,2,spines,2008
11,11,spines,2008
3,3,spines,2008
4,5,spines,2008
2,2,spines,2008
1,1,spines,2008
2,2,spines,2008
2,2,spines,2008
2,2,spines,2008
4,5,spines,2008
7,6,spines,2008
8,10,spines,2008
6,7,spines,2008
7,6,spines,2008
7,7,spines,2008
4,5,spines,2008
1,1,spines,2008
2,2,spines,2008
3,4,spines,2008
5,7,spines,2008
4,4,spines,2008
13,14,spines,2008
4,3,spines,2008
2,2,spines,2008
3,2,spines,2008
1,1,spines,2008
3,2,spines,2008
2,2,spines,2008
2,2,spines,2008
3,3,spines,2008
2,2,spines,2008
4,4,spines,2008
4,4,spines,2008
4,3,spines,2008
3,3,spines,2008
3,3,spines,2008
4,4,spines,2008
1,1,spines,2008
2,2,spines,2008
3,4,spines,2008
2,2,spines,2008
3,4,spines,2008
2,2,spines,2008
2,2,spines,2008
2,2,spines,2008
2,2,spines,2008
1,2,spines,2008
2,2,spines,2008
2,2,spines,2008
8,9,spines,2008
2,2,spines,2008
2,2,spines,2008
2,2,spines,2008
2,2,spines,2008
7,9,spines,2008
6,7,spines,2008
4,5,spines,2008
2,2,spines,2008
4,4,spines,2008
3,4,spines,2008
3,3,spines,2008
3,3,spines,2008
3,3,spines,2008
6,6,spines,2008
3,3,spines,2008
3,2,spines,2008
2,2,spines,2008
4,3,spines,2008
2,2,spines,2008
2,2,spines,2008
2,2,spines,2008
3,2,spines,2008
4,4,spines,2008
6,5,spines,2008
5,4,spines,2008
4,3,spines,2008
3,3,spines,2008
2,3,spines,2008
4,4,spines,2008
3,4,spines,2008
3,3,spines,2008
3,4,spines,2008
3,4,spines,2008
4,4,spines,2008
3,4,spines,2008
3,3,spines,2008
2,3,spines,2008
3,3,spines,2008
4,4,spines,2008
2,2,spines,2008
4,5,spines,2008
3,2,spines,2008
2,2,spines,2008
2,2,spines,2008
2,2,spines,2008
5,4,spines,2008
3,4,spines,2008
3,3,spines,2008
3,4,spines,2008
2,3,spines,2008
2,2,spines,2008
2,2,spines,2008
2,2,spines,2008
3,3,spines,2008
3,3,spines,2008
3,3,spines,2008
4,4,spines,2008
4,4,spines,2008
4,4,spines,2008
3,3,spines,2008
6,7,spines,2008
3,3,spines,2008
3,4,spines,2008
3,3,spines,2008
2,3,spines,2008
4,4,spines,2008
4,4,spines,2008
3,4,spines,2008
2,2,spines,2008
2,2,spines,2008
2,2,spines,2008
4,4,spines,2008
2,2,spines,2008
3,2,spines,2008
3,3,spines,2008
1,2,spines,2008
3,3,spines,2008
5,5,spines,2008
2,2,spines,2008
3,3,spines,2008
3,3,spines,2008
3,3,spines,2008
4,4,spines,2008
4,4,spines,2008
3,3,spines,2008
5,5,spines,2008
3,3,spines,2008
3,3,spines,2008
3,2,spines,2008
2,2,spines,2008
2,2,spines,2008
2,2,spines,2008
2,2,spines,2008
2,2,spines,2008
2,2,spines,2008
2,2,spines,2008
2,2,spines,2008
2,2,spines,2008
2,2,spines,2008
2,2,spines,2008
2,2,spines,2008
2,2,spines,2008
2,2,spines,2008
3,2,spines,2008
4,3,spines,2008
3,4,spines,2008
2,2,spines,2008
2,2,spines,2008
3,3,spines,2008
3,3,spines,2008
2,2,spines,2008
2,2,spines,2008
2,2,spines,2008
3,3,spines,2008
4,4,spines,2008
5,6,spines,2008
4,3,spines,2008
4,3,spines,2008
4,4,spines,2008
3,3,spines,2008
3,3,spines,2008
5,4,spines,2008
5,5,spines,2008
4,4,spines,2008
3,3,spines,2008
3,3,spines,2008
4,4,spines,2008
4,4,spines,2008
4,4,spines,2008
3,3,spines,2008
3,3,spines,2008
4,4,spines,2008
4,4,spines,2008
4,4,spines,2008
3,4,spines,2008
3,3,spines,2008
3,3,spines,2008
5,5,spines,2008
4,3,spines,2008
3,3,spines,2008
5,5,spines,2008
3,3,spines,2008
1,1,spines,2008
5,5,spines,2008
5,5,spines,2008
3,3,spines,2008
6,5,spines,2008
4,3,spines,2008
4,4,spines,2008
3,3,spines,2008
3,3,spines,2008
6,6,spines,2008
5,4,spines,2008
2,3,spines,2008
3,3,spines,2008
5,4,spines,2008
5,5,spines,2008
3,4,spines,2008
6,5,spines,2008
3,4,spines,2008
6,6,spines,2008
2,4,spines,2008
4,4,spines,2008
4,4,spines,2008
4,4,spines,2008
4,4,spines,2008
6,6,spines,2008
4,6,spines,2008
4,4,spines,2008
4,4,spines,2008
4,4,spines,2008
5,4,spines,2008
6,6,spines,2008
3,4,spines,2008
4,5,spines,2008
7,7,spines,2008
3,3,spines,2008
4,3,spines,2008
5,6,spines,2008
3,3,spines,2008
3,3,spines,2008
4,4,spines,2008
6,6,spines,2008
7,7,spines,2008
4,5,spines,2008
5,4,spines,2008
3,3,spines,2008
3,3,spines,2008
3,4,spines,2008
4,5,spines,2008
3,4,spines,2008
5,5,spines,2008
3,3,spines,2008
4,4,spines,2008
4,3,spines,2008
2,3,spines,2008
4,5,spines,2008
5,5,spines,2008
4,4,spines,2008
4,4,spines,2008
4,4,spines,2008
3,3,spines,2008
4,4,spines,2008
4,4,spines,2008
4,4,spines,2008
3,4,spines,2008
9,10,spines,2008
4,4,spines,2008
8,8,spines,2008
5,5,spines,2008
5,6,spines,2008
6,6,spines,2008
4,4,spines,2008
5,4,spines,2008
4,4,spines,2008
6,5,spines,2008
7,8,spines,2008
4,4,spines,2008
4,4,spines,2008
3,4,spines,2008
4,4,spines,2008
5,4,spines,2008
4,4,spines,2008
4,4,spines,2008
4,4,spines,2008
5,4,spines,2008
5,4,spines,2008
7,9,spines,2008
5,5,spines,2008
4,4,spines,2008
6,5,spines,2008
6,5,spines,2008
4,4,spines,2008
4,4,spines,2008
4,3,spines,2008
3,3,spines,2008
3,3,spines,2008
3,3,spines,2008
5,5,spines,2008
5,5,spines,2008
4,4,spines,2008
4,4,spines,2008
5,5,spines,2008
5,5,spines,2008
2,3,spines,2008
8,8,spines,2008
3,3,spines,2008
6,6,spines,2008
5,5,spines,2008
4,4,spines,2008
3,4,spines,2008
4,3,spines,2008
4,4,spines,2008
4,4,spines,2008
5,5,spines,2008
5,4,spines,2008
2,3,spines,2008
3,4,spines,2008
6,6,spines,2008
3,3,spines,2008
4,4,spines,2008
3,4,spines,2008
3,3,spines,2008
6,6,spines,2008
4,4,spines,2008
4,3,spines,2008
3,4,spines,2008
4,4,spines,2008
4,4,spines,2008
6,6,spines,2008
4,4,spines,2008
7,7,spines,2008
5,6,spines,2008
3,3,spines,2008
4,4,spines,2008
4,4,spines,2008
7,7,spines,2008
4,4,spines,2008
3,3,spines,2008
4,4,spines,2008
6,6,spines,2008
3,3,spines,2008
5,5,spines,2008
4,4,spines,2008
5,5,spines,2008
4,4,spines,2008
6,6,spines,2008
7,7,spines,2008
3,3,spines,2008
2,2,spines,2008
2,2,spines,2008
1,1,spines,2008
0,1,spines,2008
1,1,spines,2008
1,1,spines,2008
1,1,spines,2008
1,1,spines,2008
4,4,spines,2008
5,6,spines,2008
6,6,spines,2008
2,2,spines,2008
1,1,spines,2008
1,1,spines,2008
0,1,spines,2008
1,1,spines,2008
1,1,spines,2008
1,1,spines,2008
0,1,spines,2008
5,6,spines,2008
2,2,spines,2008
1,1,spines,2008
1,1,spines,2008
1,1,spines,2008
3,3,spines,2008
3,3,spines,2008
2,2,spines,2008
4,3,spines,2008
3,3,spines,2008
2,2,spines,2008
2,2,spines,2008
3,4,spines,2008
3,4,spines,2008
5,5,spines,2008
1,2,spines,2008
2,3,spines,2008
2,2,spines,2008
2,3,spines,2008
2,2,spines,2008
3,4,spines,2008
4,4,spines,2008
2,2,spines,2008
2,2,spines,2008
3,3,spines,2008
2,2,spines,2008
2,2,spines,2008
3,3,spines,2008
6,6,spines,2008
2,2,spines,2008
2,2,spines,2008
2,2,spines,2008
2,2,spines,2008
1,1,spines,2008
3,3,spines,2008
3,4,spines,2008
2,3,spines,2008
2,2,spines,2008
3,3,spines,2008
3,3,spines,2008
2,2,spines,2008
2,2,spines,2008
2,2,spines,2008
5,5,spines,2008
1,2,spines,2008
2,2,spines,2008
4,4,spines,2008
4,4,spines,2008
4,4,spines,2008
3,3,spines,2008
2,2,spines,2008
2,2,spines,2008
2,2,spines,2008
0,1,spines,2008
1,1,spines,2008
2,2,spines,2008
1,1,spines,2008
2,2,spines,2008
2,2,spines,2008
1,1,spines,2008
1,1,spines,2008
1,1,spines,2008
5,5,spines,2009
3,3,spines,2009
4,4,spines,2009
4,3,spines,2009
4,4,spines,2009
6,6,spines,2009
6,5,spines,2009
4,5,spines,2009
4,4,spines,2009
4,4,spines,2009
4,4,spines,2009
3,3,spines,2009
3,3,spines,2009
4,4,spines,2009
3,3,spines,2009
3,3,spines,2009
4,4,spines,2009
2,3,spines,2009
4,3,spines,2009
3,4,spines,2009
5,5,spines,2009
4,4,spines,2009
3,3,spines,2009
4,4,spines,2009
4,4,spines,2009
4,4,spines,2009
4,4,spines,2009
4,3,spines,2009
4,4,spines,2009
4,3,spines,2009
3,3,spines,2009
3,4,spines,2009
4,4,spines,2009
4,4,spines,2009
4,4,spines,2009
3,3,spines,2009
4,4,spines,2009
4,4,spines,2009
1,2,spines,2009
4,4,spines,2009
4,4,spines,2009
4,4,spines,2009
2,2,spines,2009
2,2,spines,2009
4,4,spines,2009
5,6,spines,2009
4,4,spines,2009
3,3,spines,2009
4,4,spines,2009
2,3,spines,2009
5,5,spines,2009
2,3,spines,2009
6,6,spines,2009
1,1,spines,2009
4,4,spines,2009
3,3,spines,2009
5,5,spines,2009
4,4,spines,2009
2,3,spines,2009
3,3,spines,2009
2,2,spines,2009
4,4,spines,2009
4,3,spines,2009
2,2,spines,2009
2,2,spines,2009
3,3,spines,2009
4,4,spines,2009
2,2,spines,2009
2,2,spines,2009
2,2,spines,2009
2,2,spines,2009
2,2,spines,2009
2,2,spines,2009
4,3,spines,2009
1,1,spines,2009
1,1,spines,2009
2,2,spines,2009
3,3,spines,2009
2,2,spines,2009
1,1,spines,2009
4,3,spines,2009
2,2,spines,2009
2,2,spines,2009
2,2,spines,2009
1,1,spines,2009
1,1,spines,2009
2,2,spines,2009
2,2,spines,2009
1,1,spines,2009
1,1,spines,2009
1,1,spines,2009
2,2,spines,2009
2,2,spines,2009
1,1,spines,2009
1,1,spines,2009
2,2,spines,2009
3,3,spines,2009
3,4,spines,2009
4,4,spines,2009
3,3,spines,2009
2,2,spines,2009
4,3,spines,2009
3,2,spines,2009
2,2,spines,2009
4,4,spines,2009
4,4,spines,2009
2,2,spines,2009
2,2,spines,2009
2,2,spines,2009
2,2,spines,2009
1,1,spines,2009
2,2,spines,2009
2,2,spines,2009
11,10,spines,2009
7,7,spines,2009
4,4,spines,2009
3,3,spines,2009
3,4,spines,2009
7,6,spines,2009
4,4,spines,2009
4,4,spines,2009
5,4,spines,2009
2,2,spines,2009
2,2,spines,2009
3,3,spines,2009
4,4,spines,2009
10,11,spines,2009
6,6,spines,2009
4,4,spines,2009
5,5,spines,2009
3,2,spines,2009
4,4,spines,2009
5,5,spines,2009
5,7,spines,2009
4,4,spines,2009
4,4,spines,2009
4,4,spines,2009
4,4,spines,2009
3,3,spines,2009
4,4,spines,2009
4,4,spines,2009
3,3,spines,2009
4,4,spines,2009
3,3,spines,2009
4,4,spines,2009
4,4,spines,2009
3,3,spines,2009
3,3,spines,2009
4,4,spines,2009
4,4,spines,2009
4,4,spines,2009
4,4,spines,2009
3,3,spines,2009
4,4,spines,2009
3,3,spines,2009
3,4,spines,2009
3,3,spines,2009
3,3,spines,2009
4,4,spines,2009
4,4,spines,2009
3,3,spines,2009
4,3,spines,2009
4,4,spines,2009
3,4,spines,2009
4,4,spines,2009
3,3,spines,2009
3,3,spines,2009
3,3,spines,2009
3,3,spines,2009
4,4,spines,2009
3,3,spines,2009
2,2,spines,2009
3,3,spines,2009
2,3,spines,2009
2,2,spines,2009
3,3,spines,2009
5,5,spines,2009
2,2,spines,2009
4,4,spines,2009
4,4,spines,2009
9,10,spines,2009
3,3,spines,2009
4,4,spines,2009
3,4,spines,2009
5,6,spines,2009
4,4,spines,2009
4,4,spines,2009
4,4,spines,2009
2,2,spines,2009
2,3,spines,2009
2,2,spines,2009
1,0,spines,2009
1,1,spines,2009
1,1,spines,2009
2,2,spines,2009
2,2,spines,2009
2,2,spines,2009
1,1,spines,2009
1,1,spines,2009
1,1,spines,2009
0,1,spines,2009
1,1,spines,2009
2,2,spines,2009
2,2,spines,2009
2,2,spines,2009
2,2,spines,2009
3,2,spines,2009
2,2,spines,2009
2,2,spines,2009
2,2,spines,2009
2,2,spines,2009
1,1,spines,2009
2,2,spines,2009
2,2,spines,2009
1,2,spines,2009
2,2,spines,2009
2,2,spines,2009
2,2,spines,2009
3,3,spines,2009
2,2,spines,2009
2,2,spines,2009
2,2,spines,2009
2,2,spines,2009
2,2,spines,2009
0,1,spines,2009
1,1,spines,2009
1,1,spines,2009
3,3,spines,2009
3,3,spines,2009
2,2,spines,2009
2,2,spines,2009
2,2,spines,2009
2,3,spines,2009
3,2,spines,2009
2,3,spines,2009
2,2,spines,2009
2,2,spines,2009
8,8,spines,2009
3,3,spines,2009
9,13,spines,2009
3,3,spines,2009
3,3,spines,2009
3,3,spines,2009
2,2,spines,2009
3,3,spines,2009
4,4,spines,2009
3,3,spines,2009
3,4,spines,2009
1,2,spines,2009
3,3,spines,2009
3,3,spines,2009
2,3,spines,2009
3,4,spines,2009
6,6,spines,2009
2,3,spines,2009
4,4,spines,2009
6,7,spines,2009
4,4,spines,2009
3,3,spines,2009
3,3,spines,2009
3,3,spines,2009
4,4,spines,2009
4,4,spines,2009
4,4,spines,2009
3,3,spines,2009
5,4,spines,2009
3,3,spines,2009
4,4,spines,2009
3,3,spines,2009
4,4,spines,2009
8,8,spines,2009
10,10,spines,2009
7,8,spines,2009
4,4,spines,2009
13,11,spines,2009
7,7,spines,2009
5,5,spines,2009
6,6,spines,2009
4,4,spines,2009
2,2,spines,2009
8,8,spines,2009
7,7,spines,2009
5,5,spines,2009
9,9,spines,2009
4,4,spines,2009
2,2,spines,2009
2,2,spines,2009
1,1,spines,2009
1,1,spines,2009
1,1,spines,2009
1,1,spines,2009
1,1,spines,2009
0,1,spines,2009
1,1,spines,2009
1,1,spines,2009
0,0,spines,2009
0,0,spines,2009
1,1,spines,2009
1,1,spines,2009
1,1,spines,2009
1,1,spines,2009
4,5,spines,2009
5,4,spines,2009
1,1,spines,2009
3,3,spines,2009
2,3,spines,2009
2,2,spines,2009
2,2,spines,2009
4,3,spines,2009
3,3,spines,2009
7,8,spines,2009
2,2,spines,2009
1,1,spines,2009
1,1,spines,2009
1,1,spines,2009
1,1,spines,2009
2,2,spines,2009
3,2,spines,2009
2,2,spines,2009
1,1,spines,2009
2,2,spines,2009
0,1,spines,2009
1,1,spines,2009
3,3,spines,2009
4,4,spines,2009
4,4,spines,2009
7,8,spines,2009
3,3,spines,2009
4,4,spines,2009
2,2,spines,2009
3,4,spines,2009
3,3,spines,2009
2,2,spines,2009
3,3,spines,2009
4,4,spines,2009
3,3,spines,2009
3,3,spines,2009
4,4,spines,2009
2,3,spines,2009
2,2,spines,2009
1,1,spines,2009
1,1,spines,2009
1,1,spines,2009
1,1,spines,2009
1,1,spines,2009
1,1,spines,2009
0,1,spines,2009
1,1,spines,2009
1,1,spines,2009
2,3,spines,2009
1,1,spines,2009
4,4,spines,2009
2,2,spines,2009
2,3,spines,2009
1,1,spines,2009
1,1,spines,2009
1,1,spines,2009
1,1,spines,2009
5,5,spines,2009
3,3,spines,2009
3,3,spines,2009
1,1,spines,2009
9,9,spines,2009
5,7,spines,2009
2,2,spines,2009
3,3,spines,2009
2,2,spines,2009
2,2,spines,2009
1,2,spines,2009
4,4,spines,2009
6,6,spines,2009
5,5,spines,2009
4,4,spines,2009
3,3,spines,2009
7,7,spines,2009
3,3,spines,2009
7,7,spines,2009
10,9,spines,2009
7,7,spines,2009
12,11,spines,2009
7,8,spines,2009
6,6,spines,2009
11,9,spines,2009
5,6,spines,2009
6,6,spines,2009
5,5,spines,2009
10,10,spines,2009
7,7,spines,2009
6,6,spines,2009
5,5,spines,2009
9,9,spines,2009
5,5,spines,2009
5,5,spines,2009
8,8,spines,2009
6,6,spines,2009
6,5,spines,2009
6,6,spines,2009
6,7,spines,2009
9,7,spines,2009
8,8,spines,2009
8,8,spines,2009
6,6,spines,2009
4,4,spines,2009
7,7,spines,2009
6,6,spines,2009
4,4,spines,2009
6,6,spines,2009
7,7,spines,2009
4,5,spines,2009
6,6,spines,2009
7,8,spines,2009
6,6,spines,2009
8,8,spines,2009
6,6,spines,2009
9,9,spines,2009
9,9,spines,2009
13,12,spines,2009
6,7,spines,2009
4,4,spines,2009
10,9,spines,2009
7,6,spines,2009
6,6,spines,2009
9,9,spines,2009
7,7,spines,2009
8,6,spines,2009
8,8,spines,2009
12,12,spines,2009
7,7,spines,2009
8,8,spines,2009
6,5,spines,2009
6,6,spines,2009
6,6,spines,2009
10,9,spines,2009
4,4,spines,2009
6,6,spines,2009
8,8,spines,2009
10,11,spines,2009
9,9,spines,2009
10,10,spines,2009
7,8,spines,2009
7,7,spines,2009
10,11,spines,2009
11,11,spines,2009
5,5,spines,2009
7,6,spines,2009
8,7,spines,2009
8,8,spines,2009
7,7,spines,2009
7,8,spines,2009
6,6,spines,2009
9,7,spines,2009
9,8,spines,2009
6,6,spines,2009
6,8,spines,2009
5,4,spines,2009
5,5,spines,2009
8,7,spines,2009
5,5,spines,2009
5,5,spines,2009
5,5,spines,2009
2,2,spines,2009
2,2,spines,2009
3,2,spines,2009
2,1,spines,2009
4,4,spines,2009
4,4,spines,2009
3,3,spines,2009
2,3,spines,2009
3,3,spines,2009
3,3,spines,2009
3,3,spines,2009
2,2,spines,2009
2,1,spines,2009
3,3,spines,2009
3,2,spines,2009
3,3,spines,2009
3,3,spines,2009
3,3,spines,2009
3,2,spines,2009
3,3,spines,2009
3,3,spines,2009
2,2,spines,2009
3,3,spines,2009
2,2,spines,2009
1,1,spines,2009
1,1,spines,2009
2,2,spines,2009
2,2,spines,2009
3,3,spines,2009
3,2,spines,2009
4,3,spines,2009
5,5,spines,2009
3,3,spines,2009
3,3,spines,2009
3,3,spines,2009
3,3,spines,2009
2,2,spines,2009
1,1,spines,2009
2,3,spines,2009
3,3,spines,2009
2,3,spines,2009
2,2,spines,2009
2,3,spines,2009
3,3,spines,2009
2,2,spines,2009
2,2,spines,2009
3,2,spines,2009
3,3,spines,2009
3,3,spines,2009
3,3,spines,2009
3,3,spines,2009
3,3,spines,2009
2,2,spines,2009
3,2,spines,2009
1,1,spines,2009
2,2,spines,2009
3,3,spines,2009
3,2,spines,2009
3,3,spines,2009
3,3,spines,2009
1,1,spines,2009
8,7,spines,2009
8,8,spines,2009
3,2,spines,2009
4,4,spines,2009
3,3,spines,2009
4,4,spines,2009
4,3,spines,2009
2,3,spines,2009
1,1,spines,2009
1,1,spines,2009
5,5,spines,2009
6,6,spines,2009
1,1,spines,2009
0,1,spines,2009
12,14,spines,2009
3,3,spines,2009
2,2,spines,2009
9,8,spines,2009
6,6,spines,2009
3,3,spines,2009
8,8,spines,2009
7,8,spines,2009
3,3,spines,2009
2,2,spines,2009
4,4,spines,2009
1,1,spines,2009
5,5,spines,2009
9,9,spines,2009
4,4,spines,2009
1,2,spines,2009
2,2,spines,2009
2,2,spines,2009
3,3,spines,2009
1,1,spines,2009
1,1,spines,2009
1,1,spines,2009
1,1,spines,2009
3,2,spines,2009
5,6,spines,2009
6,6,spines,2009
4,4,spines,2009
3,3,spines,2009
3,3,spines,2009
3,3,spines,2009
5,5,spines,2009
2,2,spines,2009
4,4,spines,2009
4,4,spines,2009
4,4,spines,2009
5,5,spines,2009
4,4,spines,2009
5,5,spines,2009
4,4,spines,2009
3,3,spines,2009
3,3,spines,2009
3,3,spines,2009
3,3,spines,2009
3,3,spines,2009
3,3,spines,2009
3,3,spines,2009
3,3,spines,2009
3,3,spines,2009
7,5,spines,2009
7,6,spines,2009
10,10,spines,2009
2,2,spines,2009
3,3,spines,2009
3,3,spines,2009
4,4,spines,2009
4,4,spines,2009
7,7,spines,2009
7,7,spines,2009
4,4,spines,2009
3,3,spines,2009
4,4,spines,2009
3,3,spines,2009
3,3,spines,2009
10,10,spines,2009
2,3,spines,2009
3,3,spines,2009
3,3,spines,2009
4,4,spines,2009
4,4,spines,2009
3,3,spines,2009
3,3,spines,2009
4,5,spines,2009
3,3,spines,2009
3,3,spines,2009
3,3,spines,2009
10,9,spines,2009
3,3,spines,2009
3,3,spines,2009
3,3,spines,2009
4,4,spines,2009
3,3,spines,2009
4,4,spines,2009
4,3,spines,2009
3,3,spines,2009
3,3,spines,2009
3,2,spines,2009
3,3,spines,2009
2,3,spines,2009
3,4,spines,2009
2,2,spines,2009
3,3,spines,2009
3,3,spines,2009
4,5,spines,2009
3,3,spines,2009
3,3,spines,2009
3,3,spines,2009
3,3,spines,2009
3,3,spines,2009
3,3,spines,2009
4,4,spines,2009
4,4,spines,2009
3,3,spines,2009
3,3,spines,2009
4,4,spines,2009
3,3,spines,2009
3,3,spines,2009
4,4,spines,2009
3,4,spines,2009
3,3,spines,2009
3,3,spines,2009
5,6,spines,2009
3,3,spines,2009
3,3,spines,2009
3,3,spines,2009
4,4,spines,2009
3,3,spines,2009
3,4,spines,2009
3,3,spines,2009
4,3,spines,2009
11,12,spines,2009
4,3,spines,2009
6,6,spines,2009
3,3,spines,2009
4,4,spines,2009
4,4,spines,2009
4,4,spines,2009
3,3,spines,2009
3,3,spines,2009
4,4,spines,2009
4,4,spines,2009
2,3,spines,2009
3,3,spines,2009
3,3,spines,2009
3,3,spines,2009
4,4,spines,2009
3,3,spines,2009
3,3,spines,2009
3,3,spines,2009
3,3,spines,2009
3,3,spines,2009
2,3,spines,2009
3,3,spines,2009
3,3,spines,2009
3,3,spines,2009
3,4,spines,2009
4,4,spines,2009
4,4,spines,2009
3,3,spines,2009
3,3,spines,2009
3,3,spines,2009
3,3,spines,2009
4,4,spines,2009
3,3,spines,2009
3,3,spines,2009
5,4,spines,2009
3,3,spines,2009
4,4,spines,2009
5,4,spines,2009
4,4,spines,2009
4,4,spines,2009
3,3,spines,2009
4,4,spines,2009
3,3,spines,2009
4,4,spines,2009
4,4,spines,2009
4,4,spines,2009
4,4,spines,2009
4,4,spines,2009
3,4,spines,2009
5,5,spines,2009
3,3,spines,2009
4,4,spines,2009
4,4,spines,2009
8,8,spines,2009
10,9,spines,2009
3,3,spines,2009
4,4,spines,2009
4,4,spines,2009
3,3,spines,2009
6,6,spines,2009
7,7,spines,2009
4,4,spines,2009
5,5,spines,2009
4,4,spines,2009
3,3,spines,2009
5,5,spines,2009
7,6,spines,2009
4,4,spines,2009
4,4,spines,2009
3,3,spines,2009
4,4,spines,2009
4,4,spines,2009
4,3,spines,2009
4,4,spines,2009
4,4,spines,2009
5,5,spines,2009
4,4,spines,2009
4,4,spines,2009
4,4,spines,2009
4,3,spines,2009
4,4,spines,2009
3,3,spines,2009
5,5,spines,2009
3,3,spines,2009
4,4,spines,2009
4,4,spines,2009
4,4,spines,2009
4,5,spines,2009
4,4,spines,2009
4,4,spines,2009
4,4,spines,2009
5,5,spines,2009
5,5,spines,2009
6,6,spines,2009
8,8,spines,2009
11,12,spines,2009
6,6,spines,2009
4,4,spines,2009
7,6,spines,2009
4,4,spines,2009
4,4,spines,2009
4,4,spines,2009
4,4,spines,2009
4,4,spines,2009
4,5,spines,2009
4,4,spines,2009
6,5,spines,2009
4,4,spines,2009
4,4,spines,2009
4,4,spines,2009
5,5,spines,2009
6,6,spines,2009
5,5,spines,2009
5,5,spines,2009
6,6,spines,2009
4,5,spines,2009
4,4,spines,2009
4,5,spines,2009
7,7,spines,2009
5,5,spines,2009
5,5,spines,2009
5,5,spines,2009
7,7,spines,2009
1,1,spines,2009
2,2,spines,2009
2,3,spines,2009
3,3,spines,2009
2,2,spines,2009
3,3,spines,2009
4,4,spines,2009
4,4,spines,2009
2,2,spines,2009
4,4,spines,2009
4,4,spines,2009
2,2,spines,2009
3,3,spines,2009
2,2,spines,2009
4,3,spines,2009
3,3,spines,2009
4,4,spines,2009
3,3,spines,2009
2,2,spines,2009
2,2,spines,2009
2,3,spines,2009
3,3,spines,2009
3,3,spines,2009
3,3,spines,2009
2,2,spines,2009
11,11,spines,2009
3,3,spines,2009
4,4,spines,2009
2,2,spines,2009
2,2,spines,2009
1,1,spines,2009
1,1,spines,2009
2,3,spines,2009
2,2,spines,2009
1,1,spines,2009
1,1,spines,2009
1,1,spines,2009
3,3,spines,2009
2,2,spines,2009
4,4,spines,2009
3,3,spines,2009
9,8,spines,2009
12,11,spines,2009
4,4,spines,2009
4,4,spines,2009
5,5,spines,2009
4,4,spines,2009
3,3,spines,2009
4,4,spines,2009
4,4,spines,2009
3,2,spines,2009
4,4,spines,2009
4,4,spines,2009
4,4,spines,2009
3,4,spines,2009
4,4,spines,2009
4,4,spines,2009
